,Year,Franchise,Genre,Platform,Publisher,Developer
3628,2012,Undefined Franchise,Misc,PC,Avanquest Software,nan
3629,2007,Undefined Franchise,Racing,Wii,DSI Games,FrontLine Studios
3630,2012,Undefined Franchise,Misc,PSV,Nippon Ichi Software,nan
3631,2002,Undefined Franchise,Shooter,GC,BAM! Entertainment,Kuju Entertainment
3632,1998,Tales,Role-Playing,PS,Namco,07th Expansion
3633,2002,Undefined Franchise,Sports,XB,Acclaim Entertainment,"Z-Axis, Ltd."
3634,2012,Undefined Franchise,Misc,Wii,04-Aug,WizarBox
3635,2003,Undefined Franchise,Shooter,XB,Interplay,Digital Mayhem
3636,2004,Undefined Franchise,Sports,PS2,Sony Computer Entertainment,989 Sports
3637,2017,Undefined Franchise,Action,PC,04-Aug,Epic Games
3638,2009,Undefined Franchise,Misc,Wii,Majesco,ImaginEngine
3639,2017,Undefined Franchise,Racing,XOne,Namco Bandai Games,Bigben Interactive
3640,2016,Undefined Franchise,Sports,PS3,Konami Digital Entertainment,Konami Digital Entertainment
3641,2001,Undefined Franchise,Misc,PS2,Sony Computer Entertainment,Harmonix Music Systems
3642,2007,Undefined Franchise,Action,DS,Majesco,Taito Corporation
3643,2003,Undefined Franchise,Misc,PS2,Sony Computer Entertainment,Sony Computer Entertainment America
3644,2000,Undefined Franchise,Sports,N64,Acclaim Entertainment,High Voltage Software
3645,2017,Undefined Franchise,Sports,DS,O-Games,Oxygen Interactive
3646,2008,Undefined Franchise,Sports,DS,505 Games,07th Expansion
3647,2008,Undefined Franchise,Puzzle,DS,Mumbo Jumbo,Mac Play
3648,2007,Assassin's Creed,Action,PS3,Ubisoft,Ubisoft Montreal
3649,2011,Undefined Franchise,Action,DS,Warner Bros. Interactive,Griptonite Games
3650,2003,Undefined Franchise,Racing,PS2,EA Sports,07th Expansion
3651,2009,Undefined Franchise,Fighting,PS3,Aksys Games,Arc System Works
3652,2015,Pro Evolution Soccer,Sports,X360,Konami Digital Entertainment,PES Productions
3653,2013,Dragon Quest,MMO,WiiU,Square Enix,Square Enix
3654,2011,Undefined Franchise,Role-Playing,X360,Bethesda Softworks,InXile Entertainment
3655,2011,Gundam,Action,3DS,Namco Bandai,nan
3656,2008,Undefined Franchise,Racing,PS2,Activision,Eutechnyx
3657,1999,Undefined Franchise,Fighting,N64,EA Sports,Black Ops Entertainment
3658,2008,Undefined Franchise,Sports,PSP,Ubisoft,Ubisoft Montreal
3659,2017,Undefined Franchise,Role-Playing,PSV,NIS America,Falcom
3660,2015,Undefined Franchise,Adventure,PSV,Namco Bandai Games,Namco Bandai Games
3661,2018,Undefined Franchise,Action,PS4,Aquaplus,Tamsoft
3662,2014,Undefined Franchise,Shooter,PC,Rebellion Developments,Rebellion Developments
3663,2011,Undefined Franchise,Adventure,PSP,Alchemist,Alchemist
3664,2011,Undefined Franchise,Simulation,Wii,7G//AMES,SevenOne Intermedia GmbH
3665,2014,Undefined Franchise,Adventure,PSV,04-Aug,Giga
3666,2006,Undefined Franchise,Simulation,PC,nan,07th Expansion
3667,2002,Undefined Franchise,Adventure,GC,Nintendo,Silicon Knights
3668,2018,Undefined Franchise,Action,PS4,THQ Nordic,Iron Lore Entertainment
3669,1999,Undefined Franchise,Platform,N64,Sunsoft,07th Expansion
3670,2009,Undefined Franchise,Shooter,X360,Cave,Cave
3671,2007,Undefined Franchise,Puzzle,DS,Nintendo,Intelligent Systems
3672,2005,Undefined Franchise,Sports,PSP,Sony Computer Entertainment,989 Sports
3673,2006,Undefined Franchise,Role-Playing,PS2,Konami,Hudson Soft
3674,2005,Madden NFL,Sports,DS,EA Sports,Exient Entertainment
3675,2007,Undefined Franchise,Role-Playing,DS,Disney Interactive Studios,Jupiter Corporation
3676,2003,Undefined Franchise,Platform,GBA,DreamCatcher Interactive,Magic Pockets
3677,2017,Mario,Role-Playing,3DS,Nintendo,AlphaDream Corporation
3678,1991,Undefined Franchise,Action,GB,Konami,Konami
3679,2010,Undefined Franchise,Fighting,PS3,THQ,JAKKS Pacific
3680,2012,Undefined Franchise,Misc,3DS,Activision,n-Space
3681,2007,Undefined Franchise,Adventure,X360,Codemasters,Triumph Studios
3682,2013,Undefined Franchise,Platform,3DS,Sega,Dimps Corporation
3683,1991,Undefined Franchise,Sports,GB,Bandai,Namco
3684,2000,Resident Evil,Action,DC,Capcom,Capcom
3685,2005,NBA 2K,Action,X360,2K Sports,nan
3686,2001,Undefined Franchise,Role-Playing,PS2,Ubisoft,Genki
3687,2000,Undefined Franchise,Sports,PS2,Rockstar Games,Opus Studio
3688,2009,Undefined Franchise,Fighting,X360,Ignition Entertainment,SNK Playmore Corporation
3689,1997,Undefined Franchise,Role-Playing,PS,Working Designs,Matrix Software
3690,2010,Undefined Franchise,Action-Adventure,PSP,Sega,Amusement Vision
3691,2016,Undefined Franchise,Sports,X360,Alternative Software,Wicked Witch Software
3692,2005,Undefined Franchise,Simulation,PC,nan,07th Expansion
3693,2002,Undefined Franchise,Racing,XB,Microsoft Game Studios,07th Expansion
3694,2012,Undefined Franchise,Misc,PS3,Capcom,Capcom
3695,2005,Undefined Franchise,Racing,XB,2K Games,Razorworks Studios
3696,2011,Undefined Franchise,Misc,3DS,Activision,Endemol
3697,2005,Undefined Franchise,Adventure,GC,Nintendo,n-Space
3698,2005,Undefined Franchise,Action,XB,Activision,7 Studios
3699,2014,Undefined Franchise,Shooter,X360,505 Games,Rebellion Developments
3700,2010,Undefined Franchise,Role-Playing,DS,Majesco,07th Expansion
3701,2016,Undefined Franchise,Action,PSV,PQube,Inti Creates
3702,2002,Undefined Franchise,Racing,PS2,BAM! Entertainment,Evolution Studios
3703,2012,Undefined Franchise,Puzzle,Wii,O-Games,PlayV
3704,2018,Undefined Franchise,Action-Adventure,PS4,Sony Interactive Entertainment,Bluepoint Games
3705,2015,Undefined Franchise,Action,PSV,nan,nan
3706,2012,Undefined Franchise,Platform,X360,Disney Interactive Studios,Junction Point Studios
3707,2003,Undefined Franchise,Sports,XB,Microsoft Game Studios,Indie Built
3708,2001,Undefined Franchise,Action,GC,Nintendo,Nintendo EAD
3709,2009,Undefined Franchise,Misc,Wii,Konami,Konami
3710,2007,Undefined Franchise,Role-Playing,PS2,Square Enix,Square Enix
3711,2011,Undefined Franchise,Shooter,PC,Devolver Digital,07th Expansion
3712,2014,Undefined Franchise,Misc,PSV,ASCII Media Works,nan
3713,2016,Destiny,Shooter,XOne,Activision,Bungie
3714,2006,Undefined Franchise,Misc,DS,Bandai,Bandai
3715,2009,Undefined Franchise,Sports,PS2,Konami,Konami
3716,2015,Undefined Franchise,Action,PSV,HuneX,nan
3717,2007,Tom Clancy's,Shooter,PSP,Ubisoft,Ubisoft Montreal
3718,2006,Undefined Franchise,Adventure,PS2,Atlus,Killaware
3719,1998,Undefined Franchise,Strategy,PS,KOEI,Koei
3720,2000,Undefined Franchise,Puzzle,PS,Namco,Namco
3721,2001,Undefined Franchise,Action,PS2,Takara,07th Expansion
3722,2007,Undefined Franchise,Strategy,PC,Codemasters,07th Expansion
3723,2010,Undefined Franchise,Shooter,DS,nan,Next Wave Team
3724,2011,Undefined Franchise,Misc,PS3,Bandai,Bandai Namco Games
3725,1983,Undefined Franchise,Racing,2600,Activision,Activision
3726,2016,Undefined Franchise,Action,PSV,Tecmo Koei,Omega Force
3727,2008,Undefined Franchise,Misc,DS,Sega,Sega
3728,2007,Undefined Franchise,Role-Playing,PSP,Xseed Games,K2 LLC
3729,2006,Undefined Franchise,Shooter,X360,Vivendi Games,Day 1 Studios
3730,2015,Undefined Franchise,Action,PSV,Quinrose,nan
3731,2005,Undefined Franchise,Strategy,PC,CDV Software Entertainment,GSC Game World
3732,2009,Undefined Franchise,Simulation,DS,Zoo Games,PlayFirst
3733,2008,Undefined Franchise,Sports,PC,Sega,07th Expansion
3734,2006,Undefined Franchise,Strategy,PC,CDV Software Entertainment,Haemimont Games
3735,2002,Undefined Franchise,Sports,PS,Konami,Konami
3736,2010,Undefined Franchise,Action,PC,Capcom,Blue Castle Games
3737,2008,Undefined Franchise,Misc,X360,Konami,Blitz Games
3738,2007,Undefined Franchise,Puzzle,DS,Midway Games,Midway Studios San Diego
3739,2002,Undefined Franchise,Action-Adventure,PC,Konami Digital Entertainment,Gaijin Entertainment
3740,2004,SpongeBob SquarePants,Misc,GBA,Majesco,Majesco Games
3741,2014,Undefined Franchise,Fighting,XOne,Microsoft Studios,Iron Galaxy
3742,2011,Undefined Franchise,Shooter,X360,Microsoft Studios,07th Expansion
3743,2010,Undefined Franchise,Simulation,DS,Konami,Konami
3744,2007,Undefined Franchise,Action,DS,Sierra Entertainment,Amaze Entertainment
3745,1982,Undefined Franchise,Action,2600,04-Aug,07th Expansion
3746,2009,Undefined Franchise,Simulation,DS,DreamCatcher Interactive,ZigZag Island
3747,2003,Undefined Franchise,Action,GBA,Capcom,Capcom
3748,2017,Undefined Franchise,Action,XOne,Maximum Games,Spiral House
3749,2009,Undefined Franchise,Misc,DS,Tommo,UFO Interactive
3750,2009,Undefined Franchise,Adventure,PS2,Enterbrain,Enterbrain
3751,2002,Undefined Franchise,Strategy,PS2,3DO,Pandemic Studios
3752,2018,Undefined Franchise,Racing,XOne,Microids,Artefacts Studio
3753,2010,Undefined Franchise,Misc,X360,MTV Games,Harmonix Music Systems
3754,2015,Mega Man,Platform,PC,Capcom,Digital Eclipse Software
3755,2014,Undefined Franchise,Racing,X360,Codemasters,Codemasters Birmingham
3756,2018,Undefined Franchise,Shooter,NS,Bethesda Softworks,MachineGames
3757,2010,Undefined Franchise,Misc,PSP,D3 Publisher,Bisty
3758,2002,Undefined Franchise,Role-Playing,PC,Atari,BioWare Corp.
3759,2011,Undefined Franchise,Misc,X360,THQ,Page 44 Studios
3760,2005,NBA 2K,Action,PS2,2K Sports,nan
3761,2000,Undefined Franchise,Misc,PS,Empire Interactive,Cunning Developments
3762,2010,Undefined Franchise,Sports,Wii,Ghostlight,The Code Monkeys
3763,2002,Undefined Franchise,Sports,GC,Acclaim Entertainment,"Z-Axis, Ltd."
3764,2015,Call of Duty,Shooter,XOne,Activision,Treyarch
3765,2005,Undefined Franchise,Adventure,PS2,Sony Computer Entertainment,SCEI
3766,2014,Undefined Franchise,Adventure,PSV,Namco Bandai Games,Namco Bandai Games
3767,2018,Undefined Franchise,Visual Novel,PS4,MAGES,5pb. Games
3768,2005,Tony Hawk's,Sports,GBA,Activision,Vicarious Visions
3769,2006,Undefined Franchise,Action,PS2,Midway Games,"Pipeworks Software, Inc."
3770,2018,Undefined Franchise,Misc,NS,Marvelous,Marvelous
3771,2020,Undefined Franchise,Racing,PSP,Namco Bandai,Namco Bandai Games
3772,2010,Undefined Franchise,Puzzle,PSP,Sony Computer Entertainment,07th Expansion
3773,2015,Undefined Franchise,Racing,XOne,Milestone S.r.l.,Milestone S.r.l.
3774,2008,Undefined Franchise,Adventure,PSP,KOEI,Koei
3775,2014,Undefined Franchise,Action-Adventure,WiiU,Namco Bandai Games,Ganbarion
3776,2015,Undefined Franchise,Strategy,PC,04-Aug,07th Expansion
3777,2018,Undefined Franchise,Action,PC,nan,Anatoliy Loginovskikh
3778,2007,Undefined Franchise,Sports,VC,Nintendo,Nintendo IRD
3779,2000,Undefined Franchise,Adventure,GB,Media Factory,07th Expansion
3780,2010,Undefined Franchise,Adventure,PSP,CyberFront,CyberFront
3781,2010,Undefined Franchise,Adventure,PSP,Kadokawa Shoten,Kadokawa Shoten
3782,2013,Undefined Franchise,Fighting,PS3,Namco Bandai Games,Dimps Corporation
3783,2008,Undefined Franchise,Adventure,Wii,Disney Interactive Studios,Traveller's Tales
3784,2010,Undefined Franchise,Fighting,X360,G.Rev,G.Rev
3785,2003,Undefined Franchise,Action,GC,Namco,Point of View
3786,2006,The Legend of Zelda,Adventure,GC,Nintendo,Nintendo EAD
3787,2007,Undefined Franchise,Platform,PSP,Konami,n-Space
3788,2003,Star Wars,Simulation,GC,LucasArts,Factor 5
3789,2002,Battlefield,Shooter,PC,Electronic Arts,Digital Illusions CE
3790,2003,Undefined Franchise,Strategy,GBA,Banpresto,Banpresto
3791,2008,Undefined Franchise,Simulation,DS,Natsume,Marvelous Interactive
3792,2009,Undefined Franchise,Simulation,DS,505 Games,505 Games
3793,2007,Undefined Franchise,Misc,Wii,Nintendo,Nintendo EAD
3794,2014,The Walking Dead,Misc,PS4,Telltale Games,Telltale Games
3795,2004,Undefined Franchise,Action,GBA,THQ,Helixe
3796,2006,Undefined Franchise,Puzzle,DS,Codemasters,07th Expansion
3797,2016,Metal Gear,Action,PS4,Konami Digital Entertainment,Kojima Productions
3798,2013,Undefined Franchise,Action,DS,Avanquest Software,nan
3799,2006,Undefined Franchise,Strategy,PC,nan,07th Expansion
3800,2005,Undefined Franchise,Sports,PS2,Bethesda Softworks,4J Studios
3801,2003,Undefined Franchise,Action,PS2,Atari,Paradigm Entertainment
3802,2005,Undefined Franchise,Misc,GBA,Majesco,Warner Bros. Interactive Entertainment
3803,1998,Resident Evil,Action,PS,Capcom,Capcom
3804,2009,Undefined Franchise,Simulation,DS,Electronic Arts,EA Salt Lake
3805,2011,Undefined Franchise,Simulation,DS,Activision,Black Lantern Studios
3806,2008,Imagine,Simulation,DS,Ubisoft,Virtual Toys / Lexis Numerique
3807,2005,Undefined Franchise,Action,PS2,THQ,Heavy Iron Studios
3808,2009,Undefined Franchise,Adventure,PS2,Idea Factory,Idea Factory
3809,2014,Undefined Franchise,Role-Playing,PS3,Deep Silver,Keen Games
3810,1999,Undefined Franchise,Strategy,PS,Konami,Konami
3811,1997,Undefined Franchise,Fighting,N64,Victory Lap Games,Kronos Digital Entertainment
3812,2012,Undefined Franchise,Sports,X360,EA Sports,EA Tiburon
3813,2016,Undefined Franchise,Action,PS3,Tecmo Koei,Koei Tecmo Games
3814,2003,Undefined Franchise,Platform,PS2,Acclaim Entertainment,Acclaim Studios Austin
3815,2004,Undefined Franchise,Racing,GBA,Majesco,Skyworks Technologies
3816,2007,Undefined Franchise,Sports,XB,EA Sports,EA Tiburon
3817,2010,Undefined Franchise,Puzzle,Wii,Xseed Games,PROPE
3818,1996,Undefined Franchise,Fighting,PS,Sony Computer Entertainment,07th Expansion
3819,2005,Undefined Franchise,Misc,XB,Crave Entertainment,Crave Entertainment
3820,2007,Undefined Franchise,Misc,Wii,Oxygen Interactive,Oxygen Interactive
3821,2003,Undefined Franchise,Misc,PS2,Crave Entertainment,Realtime Associates
3822,2009,Undefined Franchise,Misc,DS,Tomy Corporation,07th Expansion
3823,2007,Undefined Franchise,Fighting,Wii,Sega,Polygon Magic
3824,2015,Call of Duty,Shooter,PC,Activision,Treyarch
3825,2017,Undefined Franchise,Action,PS4,THQ Nordic,Digital Reality
3826,2019,Undefined Franchise,Simulation,PC,Team17 Digital Ltd,07th Expansion
3827,1983,Undefined Franchise,Action,2600,04-Aug,07th Expansion
3828,2011,Street Fighter,Fighting,PS3,Capcom,Capcom / Dimps Corporation
3829,2011,Undefined Franchise,Racing,PS3,Ubisoft,Ubisoft Reflections
3830,2011,Undefined Franchise,Adventure,PC,Electronic Arts,Spicy Horse
3831,2002,Gundam,Strategy,WS,Bandai,Bandai
3832,2014,Undefined Franchise,Misc,PC,Viva Media,nan
3833,2002,Undefined Franchise,Sports,PS2,Atari,Angel Studios
3834,2005,Undefined Franchise,Misc,XB,Sega,Empire Oxford
3835,2004,Undefined Franchise,Racing,PS2,Atari,Ratbag
3836,2007,Final Fantasy,Role-Playing,X360,Square Enix,Square Enix
3837,2009,Undefined Franchise,Role-Playing,DS,Atlus,07th Expansion
3838,2008,Undefined Franchise,Racing,Wii,Destineer,Data Design Interactive
3839,2009,Undefined Franchise,Puzzle,Wii,Conspiracy Entertainment,07th Expansion
3840,2016,Star Wars,Action-Adventure,PS3,Warner Bros. Interactive Entertainment,TT Fusion
3841,2018,Undefined Franchise,Simulation,NS,Bandai Namco Games,Bandai Namco Games
3842,2007,Undefined Franchise,Simulation,X360,Ubisoft,Ubisoft Romania
3843,2003,Undefined Franchise,Strategy,PC,Microsoft Game Studios,Ensemble Studios
3844,2009,Undefined Franchise,Misc,DS,2K Play,Take-Two Interactive
3845,2011,Undefined Franchise,Misc,Wii,Ubisoft,Ubisoft
3846,2017,Undefined Franchise,Action,PS4,Maximum Games,Spiral House
3847,2009,Undefined Franchise,Misc,DS,UFO Interactive,Starfish Inc.
3848,2005,Tony Hawk's,Sports,PSP,Activision,Shaba Games
3849,2002,Pac-Man,Platform,GC,Namco,Namco
3850,2002,Undefined Franchise,Racing,PC,nan,07th Expansion
3851,2004,Gundam,Fighting,GBA,Bandai,Bandai
3852,2014,Undefined Franchise,Simulation,PC,Astragon,07th Expansion
3853,2004,Call of Duty,Shooter,PS2,Activision,Spark Unlimited
3854,2005,Undefined Franchise,Misc,GBA,DSI Games,Gravity-I
3855,2009,Undefined Franchise,Strategy,DS,THQ,THQ
3856,2004,Undefined Franchise,Racing,XB,Bethesda Softworks,Bethesda Softworks
3857,2011,Undefined Franchise,Role-Playing,DS,Nintendo,Level 5
3858,2008,Command & Conquer,Strategy,X360,Bethesda Softworks,EA Los Angeles
3859,2001,Mega Man,Action,N64,Capcom,Capcom
3860,2006,Undefined Franchise,Action,PSP,Electronic Arts,07th Expansion
3861,2001,NBA Live,Sports,PS2,EA Sports,EA Canada
3862,2011,Undefined Franchise,Puzzle,PC,Focus Home Interactive,Big Fish Games
3863,2004,Undefined Franchise,Action,GC,Atari,Paradigm Entertainment
3864,2009,Undefined Franchise,Simulation,Wii,Hudson Soft,Hudson Soft
3865,1998,Undefined Franchise,Shooter,N64,Crave Entertainment,Player 1
3866,2004,Undefined Franchise,Adventure,GBA,Capcom,Capcom
3867,2006,Undefined Franchise,Puzzle,DS,Majesco,Taito Corporation
3868,2007,The Sims,Simulation,Wii,Electronic Arts,Maxis
3869,2010,Undefined Franchise,Sports,PS2,EA Sports,EA Tiburon
3870,2011,Undefined Franchise,Action,PS3,Disney Interactive Studios,High Impact Games
3871,2004,Final Fantasy,Role-Playing,PC,Square Enix,Square Enix
3872,2011,Undefined Franchise,Fighting,PSP,Bandai,Eighting
3873,1997,Undefined Franchise,Role-Playing,PS,Konami,Konami Computer Entertainment Tokyo
3874,2006,SpongeBob SquarePants,Action,PSP,THQ,Tantalus Interactive
3875,2008,Undefined Franchise,Misc,DS,GungHo,GungHo Works
3876,2016,Undefined Franchise,Role-Playing,PS4,Namco Bandai Games,Media.Vision
3877,2000,Undefined Franchise,Strategy,PS2,Electronic Arts,Koei
3878,2008,Undefined Franchise,Action,DS,Activision,Artificial Mind and Movement
3879,2015,Undefined Franchise,Action,WiiU,Little Orbit,Torus Games
3880,2018,Undefined Franchise,Adventure,NS,Outright Games,Outright Games
3881,2007,Undefined Franchise,Misc,Wii,Midway Games,JGI Entertainment
3882,2014,Diablo,Action,PC,Blizzard Entertainment,Blizzard Entertainment
3883,2006,Undefined Franchise,Role-Playing,PC,Ubisoft,07th Expansion
3884,2006,Undefined Franchise,Role-Playing,DS,Konami,Alpha Unit
3885,2007,Undefined Franchise,Action-Adventure,PC,Microsoft,07th Expansion
3886,2017,NBA Live,Sports,PS4,EA Sports,EA Sports
3887,2003,Undefined Franchise,Role-Playing,GC,Natsume,"Imagineer Co., Ltd."
3888,2011,Undefined Franchise,Strategy,PSP,Namco Bandai,Namco Bandai Games
3889,1994,Undefined Franchise,Adventure,GEN,Sega,Novotrade International
3890,2005,Grand Theft Auto,Action,PC,Rockstar Games,Rockstar North
3891,2008,Undefined Franchise,Simulation,DS,Namco Bandai,Bandai Namco Games
3892,2008,The Sims,Simulation,PC,Electronic Arts,Maxis
3893,2002,Undefined Franchise,Strategy,PC,Take-Two Interactive,07th Expansion
3894,2016,Undefined Franchise,Action,PSV,Namco Bandai Games,Namco Bandai Games
3895,2005,Undefined Franchise,Action,GBA,Sega,Sega
3896,2006,Undefined Franchise,Action,PS2,Namco Bandai,Bandai Namco Games
3897,2005,Undefined Franchise,Role-Playing,PSP,Agetec,G-Artists
3898,2008,Kingdom Hearts,Role-Playing,PS2,Square Enix,Jupiter Corporation
3899,2002,Gundam,Simulation,PS2,Bandai,Bandai
3900,2014,Undefined Franchise,Puzzle,3DS,Activision,07th Expansion
3901,2006,Undefined Franchise,Adventure,PC,Ubisoft,White Birds Productions
3902,2007,Undefined Franchise,Platform,DS,THQ,Blue Tongue Entertainment
3903,2009,Undefined Franchise,Adventure,PSP,Gadget Soft,Gadget Soft
3904,2012,Undefined Franchise,Action,PSV,Konami Digital Entertainment,WayForward
3905,2002,Undefined Franchise,Role-Playing,GBA,Mindscape,Ancient
3906,2018,Undefined Franchise,Platform,NS,Maximum Games,07th Expansion
3907,2012,Undefined Franchise,Role-Playing,PSP,Namco Bandai Games,Banpresto
3908,2011,FIFA,Sports,Wii,EA Sports,EA Canada
3909,2015,Undefined Franchise,Sports,PSV,Tecmo Koei,Koei Tecmo Games
3910,2009,Undefined Franchise,Sports,PC,Eidos Interactive,Beautiful Game Studios
3911,2008,Undefined Franchise,Platform,PS2,THQ,Asobo Studio
