Rank,Name,basename,Platform,Publisher,Developer,Year,Estimated_Sales
12461,King's Field: The Ancient City,kings-field-the-ancient-city,PS2,Agetec,From Software,2002.0,0.1
12462,LEGO Rock Raiders,lego-rock-raiders,PS,LEGO Media,Data Design Interactive,2000.0,0.1
12463,Silent Scope Complete,silent-scope-complete,XB,Konami,Konami,2004.0,0.1
12464,Odin Sphere: Leifthrasir,odin-sphere-leifthrasir,PS3,Atlus,Vanillaware,2016.0,0.1
12465,Ghost in the Shell,ghost-in-the-shell,PS,THQ,Exact,1997.0,0.1
12466,Divinity: Original Sin,divinity-original-sin,XOne,Focus Home Interactive,Larian Studios,2015.0,0.1
12467,Tom Clancy's HAWX 2,tom-clancys-hawx-2,Wii,Ubisoft,Ubisoft Bucharest,2010.0,0.1
12468,Blades of Time,blades-of-time,PS3,Konami Digital Entertainment,Gaijin Games Inc.,2012.0,0.1
12469,Evil Dead: Fistfull of Boomstick,evil-dead-fistfull-of-boomstick,XB,THQ,VIS Entertainment,2003.0,0.1
12470,Nicktoons MLB,nicktoons-mlb,DS,2K Sports,2K Sports,2011.0,0.1
12471,Tom Clancy's Classic Trilogy,tom-clancys-classic-trilogy,XB,Ubisoft,,2004.0,0.1
12472,Harvest Moon DS Cute (jp sales),harvest-moon-ds-cute-jp-sales,DS,Natsume,Marvelous Interactive,2008.0,0.1
12473,Bleach: Dark Souls (JP sales),bleach-dark-souls-jp-sales,DS,Sega,"Treasure Co., Ltd.",2008.0,0.1
12474,Indigo Prophecy,indigo-prophecy,XB,Atari,Quantic Dream,2005.0,0.1
12475,Kiku! Kaku! Kotoba o Fuyasu! Hajimete no Eigo Training,kiku-kaku-kotoba-o-fuyasu-hajimete-no-eigo-training,DS,Benesse,Benesse,2007.0,0.1
12476,Over the Hedge,over-the-hedge,XB,Activision,Edge of Reality,2006.0,0.1
12477,Start the Party! Save the World,start-the-party-save-the-world,PS3,Sony Computer Entertainment,Supermassive Games Ltd.,2011.0,0.1
12478,SCORE International Baja 1000: The Official Game,score-international-baja-1000-the-official-game,Wii,Activision,Left Field Productions,2008.0,0.1
12479,Sneakers,sneakers,XB,Microsoft Game Studios,Media.Vision,2002.0,0.1
12480,Crime Crackers,crime-crackers,PS,Sony Computer Entertainment,Media.Vision,1994.0,0.1
12481,NHL 2K6,nhl-2k6,X360,2K Sports,Kush Games,2005.0,0.1
12482,Thor: God of Thunder,thor-god-of-thunder,3DS,Sega,WayForward Technologies,2011.0,0.1
12483,Guilty Gear Xrd REV 2,guilty-gear-xrd-rev-2,PS4,Aksys Games,Arc System Works,2017.0,0.1
12484,Contact,contact,DS,Atlus,Grasshopper Manufacture,2006.0,0.1
12485,Micro Machines V3,micro-machines-v3,PS,Midway Games,Codemasters,1997.0,0.1
12486,Dragon Ball: Evolution,dragon-ball-evolution,PSP,Namco Bandai,Dimps Corporation,2009.0,0.1
12487,College Hoops 2K6,college-hoops-2k6,XB,2K Sports,Visual Concepts,2005.0,0.1
12488,"Sakura Wars 2: Kimi, Shinitamou koto Nakare"," shinitamou koto nakare""",DC,Sega,Overworks,2000.0,0.1
12489,"Warhammer 40,000: Dawn of War II - Chaos Rising","000 dawn of war ii - chaos rising""",PC,THQ,Relic,2010.0,0.1
12490,Idol Janshi Suchie-Pai Remix,idol-janshi-suchie-pai-remix,SAT,Jaleco,Jaleco,1995.0,0.1
12491,Big League Sports,big-league-sports,Wii,Activision,Koolhaus Games,2008.0,0.1
12492,Cubic Ninja,cubic-ninja,3DS,Ubisoft,AQ Interactive,2011.0,0.1
12493,Exhibition Volume 03,exhibition-volume-03,XB,Microsoft,Various,2003.0,0.1
12494,Zero4 Champ RR-Z,zero4-champ-rr-z,SNES,Media Rings,Media Rings,1995.0,0.1
12495,Initial D: Street Stage,initial-d-street-stage,PSP,Sega,Sega Rosso,2006.0,0.1
12496,Tales of Innocence R,tales-of-innocence-r,PSV,Namco Bandai,Alfa System,2012.0,0.1
12497,Nancy Drew: The Model Mysteries,nancy-drew-the-model-mysteries,DS,THQ,THQ,2010.0,0.1
12498,Harry Potter and the Deathly Hallows - Part 2,harry-potter-and-the-deathly-hallows-part-2,PC,Electronic Arts,EA Bright Light,2011.0,0.1
12499,Opoona,opoona,Wii,KOEI,ArtePiazza,2008.0,0.1
12500,Predator: Concrete Jungle,predator-concrete-jungle,XB,VU Games,Eurocom Entertainment Software,2005.0,0.1
12501,Sumikko Gurashi: Sumikko Park e Youkoso,sumikko-gurashi-sumikko-park-e-youkoso,NS,Nippon Columbia,Nippon Columbia,2017.0,0.1
12502,May's Mystery: Forbidden Memories,mays-mystery-forbidden-memories,DS,,Mastertronic,2011.0,0.1
12503,NatGeo Challenge! Wild Life,natgeo-challenge-wild-life,PS3,D3 Publisher,Gusto Games,2010.0,0.1
12504,System Flaw,system-flaw,DS,Storm City Games,Visual Impact,2009.0,0.1
12505,Lucky * Star: Ryouou Gakuen Outousai,lucky-star-ryouou-gakuen-outousai,PS2,Kadokawa Shoten,Type-Moon,2008.0,0.1
12506,SpongeBob: HeroPants,spongebob-heropants,X360,Activision,Behaviour Interactive,2015.0,0.1
12507,Rapala Pro Bass Fishing 2010,rapala-pro-bass-fishing-2010,DS,Activision,Activision,2010.0,0.1
12508,Naruto Shippuuden: Gekitou Ninja Taisen! EX,naruto-shippuuden-gekitou-ninja-taisen-ex,Wii,Takara Tomy,8ing/Raizing,2007.0,0.1
12509,Universal Studios Theme Parks Adventure,universal-studios-theme-parks-adventure,GC,Kemco,Kemco,2001.0,0.1
12510,Nihon Keizai Shinbunsha Kanshuu: Shiranai Mamade wa Son o Suru Mono ya Okane no Shikumi DS,nihon-keizai-shinbunsha-kanshuu-shiranai-mamade-wa-son-o-suru-mono-ya-okane-no-shikumi-ds,DS,Nintendo,Nintendo,2009.0,0.1
12511,Fifi and the Flowertots,fifi-and-the-flowertots,DS,Avanquest,Avanquest Software,2009.0,0.1
12512,Just Dance 2018,just-dance-2018,X360,Ubisoft,Ubisoft Paris,2017.0,0.1
12513,Piglet's Big Game,piglets-big-game,PS2,Gotham Games,Doki Denki,2003.0,0.1
12514,Ben 10 Galactic Racing,ben-10-galactic-racing,X360,D3 Publisher,Monkey Bar Games,2011.0,0.1
12515,Mystery Stories: Curse of the Ancient Spirits,mystery-stories-curse-of-the-ancient-spirits,DS,,Avanquest Software,2011.0,0.1
12516,MySims SkyHeroes,mysims-skyheroes,X360,Electronic Arts,The Sims Studio,2010.0,0.1
12517,Real Bout Garou Densetsu,real-bout-garou-densetsu,SAT,SNK,SNK Corporation,1996.0,0.1
12518,Cate West: The Vanishing Files,cate-west-the-vanishing-files,DS,Destineer,Magellan Interactive,2008.0,0.1
12519,Project FIFA World Cup,project-fifa-world-cup,PS2,EA Sports,Electronic Arts,2002.0,0.1
12520,The BIGS 2,the-bigs-2,PSP,2K Sports,Blue Castle Games,2009.0,0.1
12521,Rocky: Legends,rocky-legends,XB,Ubisoft,Venom Games,2004.0,0.1
12522,Lord of Apocalypse,lord-of-apocalypse,PSP,Square Enix,Access Games,2011.0,0.1
12523,Jikkyou Powerful Pro Yakyuu 2013,jikkyou-powerful-pro-yakyuu-2013,PSV,Konami Digital Entertainment,Konami,2013.0,0.1
12524,NeverDead,neverdead,X360,Konami,Rebellion Developments,2012.0,0.1
12525,Famicom Mini: Famicom Tantei Club Part II - Ushiro ni Tatsu Shoujo Zenkouhen,famicom-mini-famicom-tantei-club-part-ii-ushiro-ni-tatsu-shoujo-zenkouhen,GBA,Nintendo,Nintendo,2004.0,0.1
12526,Higurashi no Nakukoru ni Kizuna: Dai-Ni-Kan - Sou,higurashi-no-nakukoru-ni-kizuna-dai-ni-kan-sou,DS,Alchemist,Alchemist,2008.0,0.1
12527,Star Trek: Shattered Universe,star-trek-shattered-universe,PS2,TDK Mediactive,Starsphere Interactive,2004.0,0.1
12528,Who Wants to Be A Millionaire?,who-wants-to-be-a-millionaire,X360,Ubisoft,Ubisoft,2011.0,0.1
12529,Fantasia: Music Evolved,fantasia-music-evolved,X360,Disney Interactive Studios,Harmonix Music Systems,2014.0,0.1
12530,Pajama Sam: Don't Fear the Dark,pajama-sam-dont-fear-the-dark,Wii,Majesco,Mistic Studios,2008.0,0.1
12531,The Land Before Time: Great Valley Racing Adventure,the-land-before-time-great-valley-racing-adventure,PS,TDK Mediactive,Vision Scape,2001.0,0.1
12532,The Walking Dead: Season Two,the-walking-dead-season-two,X360,Telltale Games,Telltale Games,2014.0,0.1
12533,King of Clubs: Mini Golf,king-of-clubs-mini-golf,Wii,Crave Entertainment,Oxygen Interactive,2008.0,0.1
12534,Ultra Street Fighter IV,ultra-street-fighter-iv,PS4,Sony Computer Entertainment,Capcom,2015.0,0.1
12535,Let's Sing 2016,lets-sing-2016,PS4,Ravenscourt,Voxler,2015.0,0.1
12536,Disney Sing It! High School Musical 3: Senior Year,disney-sing-it-high-school-musical-3-senior-year,X360,Disney Interactive Studios,Zoe Mode,2009.0,0.1
12537,The Smurfs 2,the-smurfs-2,WiiU,Ubisoft,Way Forward,2013.0,0.1
12538,MTX Mototrax,mtx-mototrax,XB,Activision,Left Field Productions,2004.0,0.1
12539,Blast Chamber,blast-chamber,PS,Activision,Attention To Detail,1996.0,0.1
12540,Championship Pony,championship-pony,DS,"Destination Software, Inc",,2008.0,0.1
12541,EyeToy: Operation Spy,eyetoy-operation-spy,PS2,Sony Computer Entertainment,SCEE London Studio,2005.0,0.1
12542,Petz Hamsterz Superstarz,petz-hamsterz-superstarz,DS,Ubisoft,Ubisoft,2009.0,0.1
12543,Sega Genesis Classics,sega-genesis-classics,XOne,Sega,Sega,2018.0,0.1
12544,MotoGP 07,motogp-07,PS2,Capcom,Milestone S.r.l.,2007.0,0.1
12545,Escape Dead Island,escape-dead-island,PS3,Deep Silver,Fatshark,2014.0,0.1
12546,Bejeweled Twist,bejeweled-twist,DS,PopCap Games,Griptonite Games,2010.0,0.1
12547,Option Tuning Car Battle,option-tuning-car-battle,PS,MTO,,1998.0,0.1
12548,Harvest Moon: Frantic Farming,harvest-moon-frantic-farming,DS,Natsume,Natsume,2009.0,0.1
12549,Kuroko no Basuke: Miracles to Victory,kuroko-no-basuke-miracles-to-victory,3DS,Namco Bandai Games,Bandai Namco Games,2014.0,0.1
12550,Resident Evil 4,resident-evil-4,PS4,Capcom,Capcom,2016.0,0.1
12551,The Secret Saturdays: Beasts of the 5th Sun,the-secret-saturdays-beasts-of-the-5th-sun,Wii,D3 Publisher,High Voltage Software,2009.0,0.1
12552,Derby Jockey 2,derby-jockey-2,SNES,Asmik Corp,Muse Soft,1995.0,0.1
12553,Resident Evil: Revelations 2,resident-evil-revelations-2,X360,Capcom,Capcom,2015.0,0.1
12554,Star Wars: Lethal Alliance,star-wars-lethal-alliance,DS,Ubisoft,Ubisoft Casablanca,2006.0,0.1
12555,Dead or Alive 5 Last Round,dead-or-alive-5-last-round,XOne,Tecmo Koei,Team Ninja,2015.0,0.1
12556,Tornado Outbreak,tornado-outbreak,Wii,Konami,Loose Cannon Studios,2009.0,0.1
12557,Blue Dragon: Awakened Shadow,blue-dragon-awakened-shadow,DS,D3 Publisher,Mistwalker Corporation / tri-Crescendo / Bird Studio,2010.0,0.1
12558,Famicom Mini: Mappy,famicom-mini-mappy,GBA,Nintendo,Namco,2004.0,0.1
12559,Happy Feet Two,happy-feet-two,X360,Warner Bros. Interactive,KMM Games,2011.0,0.1
12560,iCarly 2: iJoin The Click!,icarly-2-ijoin-the-click,Wii,Activision,Blitz Games,2010.0,0.1
12561,Reign of Fire,reign-of-fire,XB,BAM! Entertainment,Kuju Entertainment,2002.0,0.1
12562,Pro Evolution Soccer 2017,pro-evolution-soccer-2017,XOne,Konami Digital Entertainment,PES Productions,2016.0,0.1
12563,Descent Maximum,descent-maximum,PS,Interplay,Parallax Software,1997.0,0.1
12564,Cartoon Network: Punch Time Explosion,cartoon-network-punch-time-explosion,3DS,Crave Entertainment,Papaya Studios,2011.0,0.1
12565,Dead or Alive 5 Plus,dead-or-alive-5-plus,PSV,Tecmo Koei,Team Ninja,2013.0,0.1
12566,Pro Evolution Soccer 2013,pro-evolution-soccer-2013,Wii,Konami Digital Entertainment,Konami,2012.0,0.1
12567,Digimon World DS,digimon-world-ds,DS,Namco Bandai,Namco Bandai Games America,2006.0,0.1
12568,Dora's Cooking Club,doras-cooking-club,DS,2K Play,2K Play,2010.0,0.1
12569,Shining Force EXA,shining-force-exa,PS2,Sega,Neverland,2007.0,0.1
12570,Virtual Pro Wrestling,virtual-pro-wrestling,PS,Asmik Ace Entertainment,Aki Corporation,1996.0,0.1
12571,Hakuoki: Demon of the Fleeting Blossom,hakuoki-demon-of-the-fleeting-blossom,PSP,Aksys Games,Idea Factory,2012.0,0.1
12572,Shadow Tower,shadow-tower,PS,Agetec,From Software,1999.0,0.1
12573,Horse Life Adventures,horse-life-adventures,DS,Valcon Games,NEKO Entertainment Yullaby,2009.0,0.1
12574,Luminous Arc 2 (JP sales),luminous-arc-2-jp-sales,DS,Atlus,imageepoch Inc.,2008.0,0.1
12575,Utawarerumono: Mask of Truth,utawarerumono-mask-of-truth,PSV,Atlus,Aqua Plus,2017.0,0.1
12576,CSI: Hard Evidence,csi-hard-evidence,X360,Ubisoft,Telltale Games,2007.0,0.1
12577,Watchmen: The End is Nigh Part 1 & 2,watchmen-the-end-is-nigh-part-1-amp-2,X360,Warner Bros. Interactive,Deadline Games,2009.0,0.1
12578,Kuroko's Basketball: Ties to Future,kurokos-basketball-ties-to-future,3DS,Namco Bandai Games,Bandai Namco Games,2015.0,0.1
12579,Resident Evil: Origins Collection,resident-evil-origins-collection,XOne,Capcom,Capcom,2016.0,0.1
12580,Ford Racing 3,ford-racing-3,DS,Empire Interactive,Visual Impact,2005.0,0.1
12581,Persona Q2: New Cinema Labyrinth,persona-q2-new-cinema-labyrinth,3DS,Atlus,Atlus,2019.0,0.1
12582,Ice Age 2: The Meltdown,ice-age-2-the-meltdown,XB,Vivendi Games,Eurocom Entertainment Software,2006.0,0.1
12583,Guilty Gear Isuka,guilty-gear-isuka,PS2,Sammy Corporation,Arc System Works,2004.0,0.1
12584,Shadow Master,shadow-master,PS,Sony Computer Entertainment,Hammerhead,1997.0,0.1
12585,Global Touring Challenge: Africa,global-touring-challenge-africa,PS2,Majesco,Rage Software,2002.0,0.1
12586,Man vs. Wild,man-vs-wild,X360,Crave Entertainment,Scientifically Proven,2011.0,0.1
12587,Sword Art Online: Fatal Bullet,sword-art-online-fatal-bullet,XOne,Namco Bandai Games,Dimps Corporation,2018.0,0.1
12588,Classic NES Series: Excitebike,classic-nes-series-excitebike,GBA,Nintendo,Nintendo,2004.0,0.1
12589,Young Justice: Legacy,young-justice-legacy,PS3,Warner Bros. Interactive Entertainment,Freedom Factory Studios,2013.0,0.1
12590,Tokimeki Memorial: Taisen Pazurudama,tokimeki-memorial-taisen-pazurudama,PS,Konami,Konami,1996.0,0.1
12591,The Legend of Heroes: Trails in the Sky,the-legend-of-heroes-trails-in-the-sky,PSP,Xseed Games,Nihon Falcom Corporation,2011.0,0.1
12592,Shantae and the Pirate's Curse,shantae-and-the-pirates-curse,3DS,WayForward Technologies,WayForward Technologies,2016.0,0.1
12593,Heatseeker,heatseeker,Wii,Codemasters,IR Gurus,2007.0,0.1
12594,MotoGP 2,motogp-2,XB,THQ,Climax Group,2003.0,0.1
12595,Pro Yakyuu Famista DS,pro-yakyuu-famista-ds,DS,Namco Bandai,Bandai Namco Games,2007.0,0.1
12596,Ultimate Muscle - The Kinnikuman Legacy: The Path of the Superhero,ultimate-muscle-the-kinnikuman-legacy-the-path-of-the-superhero,GBA,Bandai,Banpresto,2003.0,0.1
12597,Emergency 2012,emergency-2012,PC,THQ,Quadriga Games,2011.0,0.1
12598,PAC-MAN and the Ghostly Adventures,pac-man-and-the-ghostly-adventures,3DS,Namco Bandai Games,Inti Creates,2013.0,0.1
12599,National Geographic Challenge!,national-geographic-challenge,Wii,Ignition Entertainment,Gusto Games,2011.0,0.1
12600,Power Stone Collection,power-stone-collection,PSP,Capcom,Capcom,2006.0,0.1
12601,Deracine,deracine,PS4,Sony Interactive Entertainment,From Software,2018.0,0.1
12602,Ninja Reflex,ninja-reflex,DS,Electronic Arts,Sanzaru Games,2008.0,0.1
12603,Squinkies 2: Adventure Mall Surprize!,squinkies-2-adventure-mall-surprize,DS,Activision,Activision,2011.0,0.1
12604,Paws & Claws: Pet Vet,paws-amp-claws-pet-vet,Wii,THQ,ValuSoft,2009.0,0.1
12605,Hyperdimension Idol Neptunia PP,hyperdimension-idol-neptunia-pp,PSV,Namco Bandai Games,Idea Factory,2014.0,0.1
12606,Ar tonelico: Melody of Elemia,ar-tonelico-melody-of-elemia,PS2,Nippon Ichi Software,Gust,2007.0,0.1
12607,Gundam Breaker,gundam-breaker,PSV,Namco Bandai Games,Bandai,2013.0,0.1
12608,NASCAR,nascar,PSP,EA Sports,EA Tiburon,2006.0,0.1
12609,Sol Trigger,sol-trigger,PSP,Image Epoch,Image Epoch,2012.0,0.1
12610,Darkest of Days,darkest-of-days,X360,Phantom EFX,8MonkeyLabs,2009.0,0.1
12611,Kiniro no Corda 3,kiniro-no-corda-3,PSP,KOEI,Koei,2010.0,0.1
12612,Castlevania Double Pack,castlevania-double-pack,GBA,Konami,KCET,2006.0,0.1
12613,Skylanders: Spyro's Adventure,skylanders-spyros-adventure,PC,Activision,Toys for Bob,2011.0,0.1
12614,Ballistic: Ecks vs. Sever,ballistic-ecks-vs-sever,GBA,BAM! Entertainment,Crawfish Interactive,2002.0,0.1
12615,"Blast Works: Build, Trade, Destroy", trade,Wii,Majesco,BudCat Creations,2008.0,0.1
12616,Touch Detective,touch-detective,DS,Atlus,"BeeWorks Co., Ltd.",2006.0,0.1
12617,Alvin and the Chipmunks: The Squeakquel,alvin-and-the-chipmunks-the-squeakquel,Wii,Majesco,ImaginEngine,2009.0,0.1
12618,Jikkyou Powerful Pro Yakyuu 11,jikkyou-powerful-pro-yakyuu-11,GC,Konami,Diamond Head,2004.0,0.1
12619,Steel Battalion,steel-battalion,XB,Capcom,"Capcom Production Studio 4 / Nude Maker Co., Ltd.",2002.0,0.1
12620,Battlefield V,battlefield-v,PC,Electronic Arts,EA DICE,2018.0,0.1
12621,Street Fighter Collection,street-fighter-collection,PS,Capcom,Capcom,1997.0,0.1
12622,Digimon Story: Super Xros Wars Blue/Red,digimon-story-super-xros-wars-blue,DS,Namco Bandai,Namco Bandai Games,2011.0,0.1
12623,Rio,rio,X360,THQ,TBA,2011.0,0.1
12624,Ultimate Marvel vs. Capcom 3,ultimate-marvel-vs-capcom-3,PS3,Capcom,Capcom,2011.0,0.1
12625,Tennis no Oji-Sama: Motto Gakuensai no Ouji-Sama - More Sweet Edition,tennis-no-oji-sama-motto-gakuensai-no-ouji-sama-more-sweet-edition,DS,Konami,Silicon Studio,2010.0,0.1
12626,SNK vs. Capcom Card Fighters DS,snk-vs-capcom-card-fighters-ds,DS,SNK Playmore,SNK Playmore Corporation,2007.0,0.1
12627,MX SuperFly featuring Ricky Carmichael,mx-superfly-featuring-ricky-carmichael,XB,THQ,Pacific Coast Power & Light,2002.0,0.1
12628,Gokuhou!! Mecha Mote Iinchou: MM Town de Miracle Change!,gokuhou-mecha-mote-iinchou-mm-town-de-miracle-change,DS,Konami,Konami,2009.0,0.1
12629,Medal of Honor: Vanguard,medal-of-honor-vanguard,Wii,Electronic Arts,EA Los Angeles,2007.0,0.1
12630,Yooka-Laylee,yooka-laylee,XOne,Sold Out,Playtonic Games,2017.0,0.1
12631,Real Farm,real-farm,XOne,Soedesco,Triangle Studios,2017.0,0.1
12632,Supremacy MMA,supremacy-mma,PSV,505 Games,Kung Fu Factory,2012.0,0.1
12633,MindJack,mindjack,X360,Square Enix,FeelPlus,2011.0,0.1
12634,Imagine: Reporter,imagine-reporter,DS,Ubisoft,Visual Impact,2010.0,0.1
12635,Code Lyoko: Quest for Infinity,code-lyoko-quest-for-infinity,Wii,Game Factory,Neko Entertainment,2007.0,0.1
12636,Minority Report: Everybody Runs,minority-report-everybody-runs,XB,Activision,Treyarch,2002.0,0.1
12637,Kouchuu Ouja Mushi King: Super Collection,kouchuu-ouja-mushi-king-super-collection,DS,Sega,Sega,2007.0,0.1
12638,Slime Rancher,slime-rancher,XOne,Skybound Games,Monomi Park,2018.0,0.1
12639,thinkSMART,thinksmart,DS,Conspiracy Entertainment,Conspiracy Entertainment,2010.0,0.1
12640,Disney Planes Fire & Rescue,disney-planes-fire-amp-rescue,3DS,Disney Interactive Studios,Little Orbit,2014.0,0.1
12641,Lost Dimension,lost-dimension,PSV,Atlus,Lancarse,2015.0,0.1
12642,Kung Fu Panda 2,kung-fu-panda-2,PS3,THQ,THQ,2011.0,0.1
12643,Shox,shox,PS2,Electronic Arts,Electronic Arts,2002.0,0.09
12644,Glory Days 2,glory-days-2,DS,Secret Stash Games,Odenis Studio,2007.0,0.09
12645,Nights of Azure 2,nights-of-azure-2,PS4,Tecmo Koei,Gust,2017.0,0.09
12646,The Technomancer,the-technomancer,PS4,Focus Home Interactive,Spiders,2016.0,0.09
12647,Unou no Tatsujin: Soukai! Machigai Museum 2,unou-no-tatsujin-soukai-machigai-museum-2,DS,Namco Bandai,Bandai Namco Games,2007.0,0.09
12648,Playboy: The Mansion,playboy-the-mansion,XB,ARUSH Entertainment,Cyberlore Studios,2005.0,0.09
12649,Neo Atlas,neo-atlas,PS,ArtDink,Flip Flop Production,1998.0,0.09
12650,Disney's Aladdin in Nasira's Revenge,disneys-aladdin-in-nasiras-revenge,PS,Sony Computer Entertainment,Argonaut Games,2001.0,0.09
12651,SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,seaworld-adventure-parks-shamus-deep-sea-adventure,GC,Activision,MagicWand,2005.0,0.09
12652,SingStar Guitar,singstar-guitar,PS3,Sony Computer Entertainment,SCEE London Studio,2010.0,0.09
12653,Summon Night 6: Lost Borders,summon-night-6-lost-borders,PSV,Gaijinworks,Media.Vision,2017.0,0.09
12654,Winning Post 6,winning-post-6,PS2,KOEI,Koei/Inis,2003.0,0.09
12655,Egg Monster Hero,egg-monster-hero,DS,,Neverland,2003.0,0.09
12656,Family Party: 30 Great Games,family-party-30-great-games,Wii,D3 Publisher,Tamsoft Corporation,2008.0,0.09
12657,Nickelodeon Kart Racers,nickelodeon-kart-racers,XOne,GameMill Entertainment,Solutions 2 Go,2018.0,0.09
12658,Whacked!,whacked,XB,Microsoft Game Studios,Presto Studios,2002.0,0.09
12659,Barnyard,barnyard,PS2,THQ,Blue Tongue,2006.0,0.09
12660,Field & Stream: Total Outdoorsman Challenge,field-amp-stream-total-outdoorsman-challenge,X360,505 Games,Beast Studios S.r.l.,2010.0,0.09
12661,Teenage Mutant Ninja Turtles: Mutants in Manhattan,teenage-mutant-ninja-turtles-mutants-in-manhattan,X360,Activision,PlatinumGames,2016.0,0.09
12662,F.E.A.R. 2: Project Origin,fear-2-project-origin,PC,Warner Bros. Interactive,Monolith Productions,2009.0,0.09
12663,Pac-Man World 3,pac-man-world-3,GC,Namco,Blitz Games,2005.0,0.09
12664,Galactic Taz Ball,galactic-taz-ball,DS,Warner Bros. Interactive,WayForward Technologies,2010.0,0.09
12665,Rocky,rocky,GC,Ubisoft,Steel Monkeys,2002.0,0.09
12666,Crash 'N' Burn,crash-n-burn,XB,Eidos Interactive,Climax Group,2004.0,0.09
12667,Johnny Bravo in The Hukka-Mega-Mighty-Ultra-Extreme Date-O-Rama,johnny-bravo-in-the-hukka-mega-mighty-ultra-extreme-date-o-rama,DS,Mumbo Jumbo,EM Studios Limited,2009.0,0.09
12668,We Happy Few,we-happy-few,XOne,Gearbox Software,Compulsion Games,2018.0,0.09
12669,Duke Nukem 3D: 20th Anniversary World Tour,duke-nukem-3d-20th-anniversary-world-tour,XOne,Gearbox Software,Gearbox Software,2016.0,0.09
12670,NFL Blitz 20-02,nfl-blitz-20-02,XB,Midway Games,Point of View,2002.0,0.09
12671,Metal Fight Beyblade,metal-fight-beyblade,DS,Hudson Soft,Hudson Soft,2009.0,0.09
12672,Robots,robots,XB,VU Games,Eurocom Entertainment Software,2005.0,0.09
